proto,service,state,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,spkts,dpkts,sbytes,dbytes,sload,dload,sloss,dloss,ackdat,synack,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,ct_dst_src_ltm,ct_state_ttl,rate,sttl,dttl,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,smean,dmean,dur,response_body_len,trans_depth
tcp,-,FIN,7,6,2,2,44,52,3916,4824,3316770.25,4117125.25,12,12,0.000298,0.002172,0,0,0,4,8,0,4,0,5212.954901,31.0,29.0,0.43215,0.31696,27.593038,19.380891,255.0,685274099.0,685565413.0,255.0,0.001235,89.0,93.0,0.009016,0,0
tcp,-,FIN,7,6,4,1,216,314,17134,237098,4922553.9375,25953455.6875,39,110,0.000982,0.003711,0,0,0,52,96,0,32,0,1973.763364,31.0,29.0,1.169751625,0.9588805,70.39234487499999,13.995432625000001,255.0,1947625302.125,1145722744.875,255.0,0.000586625,89.375,317.625,0.110039,0,0
tcp,-,FIN,7,6,5,1,568,832,45016,632732,9612521.231549,37519801.650394,102,293,0.003074,0.026709999999999998,0,0,0,134,239,0,115,0,1415.2355906190478,31.0,29.0,24.859869714285715,20.93383923809524,1677.3472954761905,337.8646487619048,255.0,2122943495.3333333,2340471748.6190476,255.0,0.0014182857142857144,91.47619047619048,250.38095238095238,2.80869,0,0
tcp,-,FIN,7,6,6,1,326,446,27136,279724,8958420.1251,36849475.125,64,145,0.001658,0.006753,0,0,0,122,190,0,84,0,1989.4251578571427,31.0,29.0,1.1429802142857142,0.9436423571428572,69.38411607142856,12.945125928571429,255.0,1738517049.0,1895707588.5,255.0,0.0006007857142857143,91.0,272.5,0.116319,0,0
tcp,-,FIN,7,7,1,1,3164,3642,240456,2640692,78962838.356446,338162127.88679,500,1359,0.008818,0.038338,0,0,0,253,650,0,158,0,3301.489413370968,31.0,29.0,7.976945822580644,7.467933629032258,833.9098948225807,641.2640373870968,255.0,2364919476.209677,2380892527.096774,255.0,0.0007605806451612903,96.75806451612904,469.1290322580645,16.004122,0,0
tcp,-,FIN,7,7,2,1,1192,2225,70032,2730379,516832.677025,16185149.126709,115,976,0.00088,0.003531,0,0,0,32,71,0,45,0,402.3541711428571,31.0,29.0,214.4237257142857,193.649931,22819.469701428574,21314.644027714286,255.0,2276050376.571429,2279358594.857143,255.0,0.0006301428571428571,67.42857142857143,913.0,30.517632,0,0
tcp,-,FIN,7,7,3,1,100,144,8134,99974,2165867.25195,2701878.4688,19,49,0.000465,0.001833,0,0,0,19,21,0,12,0,1554.80399675,31.0,29.0,10.308805999999999,6.16602275,2074.27255675,1533.0818499999998,255.0,3053199099.5,912205136.0,255.0,0.0005744999999999999,89.0,332.25,1.938763,0,0
tcp,-,FIN,7,7,3,2,476,876,27324,1096432,118045.54688,4745813.0,42,394,0.000226,0.000902,0,0,0,14,12,0,6,0,366.04532,31.0,29.0,7.812356,4.228392,2469.099974,1814.924772,255.0,1494631231.0,3645193750.0,255.0,0.000564,57.0,1252.0,1.844034,0,0
tcp,-,FIN,7,7,4,1,64,72,6160,6576,2858080.8125,3073822.375,16,16,0.000466,0.001792,0,0,0,36,40,0,56,0,2041.132843,31.0,29.0,1.0716999999999999,0.95372875,66.67745925,1.84342275,255.0,2925041189.25,4004041987.5,255.0,0.0005645,96.0,91.0,0.017475,0,0
tcp,-,FIN,7,7,5,1,578,734,51568,306028,10850367.355155,28390659.247142,128,209,0.005802,0.051553999999999996,0,0,0,208,357,0,142,0,1079.6526737333334,31.0,29.0,17.445556733333333,15.018390966666667,1151.0579546000001,168.52731623333335,255.0,2474389361.2,2134832765.9,255.0,0.0019118666666666667,93.66666666666667,175.7,1.955616,0,0
tcp,-,FIN,7,7,6,1,1672,2304,139314,1448004,41690931.283115,145122814.896535,329,751,0.01215,0.299001,0,0,0,633,663,0,426,0,1769.9059259444446,31.0,29.0,7.769654430555556,6.157506194444444,476.8912553333333,22.172385708333334,255.0,2093171649.1944444,1978725630.1111112,255.0,0.004321541666666667,92.02777777777777,233.22222222222223,2.200132,0,0
tcp,-,FIN,7,8,1,1,2312,2776,166292,2103634,49300743.129402004,218091068.943904,366,1047,0.006165,0.021993,0,0,0,177,393,0,106,0,3203.623630051282,31.0,29.0,53.04777902564103,49.94517638461539,6189.608390948718,2747.1616214358974,255.0,2028285671.7948718,1762488975.8205128,255.0,0.000722,95.17948717948718,486.3333333333333,35.988567,0,0
tcp,-,FIN,7,8,2,1,290,300,19640,33696,5845582.515699999,7240461.8438,72,76,0.000526,0.0022630000000000003,0,0,0,10,36,0,12,0,4550.78263325,31.0,29.0,0.9383055,0.85709375,75.96890225,69.088399,255.0,2838210440.0,3376392775.75,255.0,0.00069725,75.75,105.5,0.237046,0,0
tcp,-,FIN,7,8,3,1,1218,2310,68554,2941828,97326.24023,4183025.6875,103,1049,0.000383,0.0013700000000000001,0,0,0,9,27,0,18,0,209.08066399999998,31.0,29.0,14.563973666666667,7.682002333333333,5478.107862666667,3976.415284666667,255.0,3240549228.6666665,2528703036.0,255.0,0.0005843333333333333,56.333333333333336,1272.6666666666667,6.011199,0,0
tcp,-,FIN,7,8,4,1,354,588,24684,592486,4599459.0313,21817484.625,50,236,0.000996,0.003794,0,0,0,60,64,0,40,0,1820.2959852499998,31.0,29.0,1.3092466249999999,1.040936875,79.810713375,17.821813125,255.0,1819523129.25,1558395583.25,255.0,0.00059875,88.875,327.125,0.353519,0,0
tcp,-,FIN,7,8,5,1,94,114,8462,40982,172030.51172,741111.2617200001,21,31,0.00074,0.004901,0,0,0,30,65,0,25,0,107.25732479999999,31.0,29.0,21.6972294,18.8209604,1384.0770402,209.4767148,255.0,2656965349.6,2675739052.8,255.0,0.0011282,92.2,236.6,0.448743,0,0
tcp,-,FIN,7,8,6,1,1278,1812,103114,1280788,26574103.59022,87080722.32041,237,619,0.006641,0.0252,0,0,0,418,588,0,308,0,1615.58974954,31.0,29.0,3.6871878600000003,3.13517708,230.35761554,25.74536474,255.0,2100908870.88,2065855395.0,255.0,0.0006368200000000001,91.68,237.56,0.966639,0,0
tcp,-,FIN,7,9,1,1,980,1400,72770,1434380,23994252.66466,91915684.00781,122,591,0.00178,0.006999,0,0,0,51,138,0,31,0,3758.2207796153843,31.0,29.0,3.4653476923076925,2.8565813076923074,554.775335076923,323.89974799999993,255.0,2138170881.0769231,2476968327.6153846,255.0,0.0006753076923076923,117.84615384615384,529.6153846153846,6.547185,0,0
tcp,-,FIN,7,9,2,1,866,1716,48760,2189576,58358.50001,2623804.0,76,780,0.000282,0.0016099999999999999,0,0,0,6,24,0,12,0,193.44757149999998,31.0,29.0,15.478592,7.798003,5664.3037515,4016.5190509999998,255.0,2727806577.5,2777877578.5,255.0,0.000946,56.0,1276.0,6.955299,0,0
tcp,-,FIN,7,9,4,1,492,912,29572,1099720,2166231.9063,28105944.625,50,402,0.00048,0.00196,0,0,0,28,40,0,24,0,2099.73219225,31.0,29.0,1.2308474999999999,0.81953975,74.139892,22.896031,255.0,1696249045.25,1700002358.0,255.0,0.00061,76.75,671.5,0.345864,0,0
tcp,-,FIN,7,9,4,2,64,72,6160,6576,2998090.375,3224400.5,16,16,0.000464,0.001784,0,0,0,28,40,0,24,0,2141.1223495,31.0,29.0,1.0091665,0.908528,65.159492,1.6852559999999999,255.0,2771040138.0,1700145031.5,255.0,0.000562,96.0,91.0,0.016228,0,0
tcp,-,FIN,7,9,6,1,504,750,39530,589104,4908079.19151,17656127.62495,89,268,0.002307,0.010534,0,0,0,132,162,0,108,0,836.0691266111112,31.0,29.0,8.8728945,7.652849777777778,556.4453077222222,50.484724166666666,255.0,2467483967.388889,2839910940.3333335,255.0,0.0007133888888888888,91.88888888888889,236.38888888888889,0.911041,0,0
tcp,-,FIN,7,10,1,1,446,462,28544,85776,2446098.0556699997,18764896.94534,104,124,0.000848,0.003614,0,0,0,28,53,0,9,0,1993.7906621999998,31.0,29.0,10.1394432,9.738557199999999,657.6087152,646.5549432,255.0,2666911327.4,2245617848.2,255.0,0.0008924,64.0,262.4,4.43592,0,0
tcp,-,FIN,7,10,2,2,876,1716,49280,2189576,31330.98242,1393623.375,76,780,0.000282,0.00115,0,0,0,16,24,0,10,0,103.150479,31.0,29.0,28.793957,14.648653,13827.57838,9856.452736,255.0,1079234240.0,3243221036.0,255.0,0.000716,56.0,1276.0,12.554474,0,0
tcp,-,FIN,7,11,1,1,308,318,22612,49744,3513007.050785,15178591.652227,74,83,0.000527,0.002395,0,0,0,24,44,0,7,0,3513.56993225,31.0,29.0,134.64017825,134.5386485,17020.30486725,702.684178,255.0,1768439723.0,2307407917.25,255.0,0.0007305,89.75,194.0,14.224598,0,0
tcp,-,FIN,7,12,1,1,122,126,7816,15132,4484.723633,8684.8125,30,32,0.000146,0.000552,0,0,0,3,10,0,1,0,17.86195,31.0,29.0,115.23239,113.341987,15033.42143,14744.53016,255.0,2449906277.0,305570557.0,255.0,0.000698,64.0,120.0,13.828278,0,0
tcp,-,FIN,7,12,5,1,110,132,10002,42626,3370954.751465,3702403.21094,25,35,0.0009170000000000001,0.002799,0,0,0,52,101,0,27,0,1605.9736776666668,31.0,29.0,19.576517,14.005091166666666,1285.1328178333333,1238.2178521666667,255.0,455782471.3333333,2390053517.5,255.0,0.0006193333333333334,92.83333333333333,212.33333333333334,3.241132,0,0
tcp,-,FIN,7,12,6,1,110,132,10002,42626,3328876.3438,8696378.8125,25,35,0.0007210000000000001,0.002724,0,0,0,54,72,0,36,0,1653.6859228333333,31.0,29.0,1.3592841666666666,1.168669,84.45393816666667,14.467220666666664,255.0,2031113758.5,2392787675.0,255.0,0.0005741666666666667,92.83333333333333,212.33333333333334,0.048775,0,0
tcp,-,FIN,7,14,1,1,64,68,6990,19370,1498719.38672,10333814.34473,14,19,0.000291,0.0012309999999999999,0,0,0,9,36,0,4,0,2985.6086579999997,31.0,29.0,30.488245000000003,28.379589499999998,2109.0025929999997,67.32909099999999,255.0,2241162169.5,1556348421.5,255.0,0.000761,115.5,266.0,1.637462,0,0
tcp,-,FIN,7,14,5,1,172,204,16058,49202,4318243.38474,5067693.6407,41,51,0.001316,0.007656,0,0,0,105,120,0,50,0,1237.0452018,31.0,29.0,4.4972809,3.0977291,327.063583,105.2560285,255.0,1681997873.6,2550909011.5,255.0,0.0008972000000000001,94.3,163.8,0.591411,0,0
tcp,-,FIN,7,14,6,1,286,486,19630,503852,3487632.25,15104140.75,39,198,0.000746,0.002825,0,0,0,54,96,0,36,0,1822.392197,31.0,29.0,1.2723386666666665,1.0156586666666667,79.456619,10.623599166666667,255.0,2921318719.1666665,2212445046.0,255.0,0.0005951666666666667,89.66666666666667,284.5,0.339365,0,0
tcp,-,FIN,7,15,1,1,24,24,2024,4312,837.992249,1785.269043,6,6,0.000145,0.000656,0,0,0,9,17,0,3,0,2.537734,31.0,29.0,805.223082,805.208293,82364.98677,82370.38751,255.0,3534096717.0,3534441124.0,255.0,0.000801,84.0,180.0,18.520458,0,0
tcp,-,FIN,7,16,3,1,14,6,8854,268,99267.74219,2704.448486,4,1,0.120282,0.158513,0,0,0,4,2,0,2,1,28.674397,254.0,252.0,47.638463,100.819203,3162.831511,163.143219,255.0,1734626445.0,1961956304.0,255.0,0.278795,632.0,45.0,0.662612,0,0
tcp,-,FIN,7,16,5,1,56,84,4396,68812,13206.364747,208895.51559999998,10,30,0.002688,0.224234,0,0,0,24,32,0,4,0,26.846450500000003,31.0,29.0,103.3592495,60.842175499999996,6144.897422,5069.82953,255.0,2111641342.0,1112946544.0,255.0,0.11346099999999999,79.0,819.0,2.656978,0,0
tcp,-,FIN,7,17,5,1,32,36,3080,3288,14385.960938,15471.881347,8,8,0.0011740000000000001,0.109474,0,0,0,12,36,0,4,0,20.5478145,31.0,29.0,107.087467,97.496125,7289.492822,177.140656,255.0,889423905.0,2137334171.5,255.0,0.055324,96.0,91.0,1.646978,0,0
tcp,-,FIN,7,17,6,1,48,54,4620,4932,22145.349609,23816.98584,12,12,0.002691,0.034061,0,0,0,21,54,0,9,0,21.087158,31.0,29.0,104.464134,95.45176833333333,7174.532016333334,181.4925466666667,255.0,1247136246.6666667,1771976242.6666667,255.0,0.012250666666666665,96.0,91.0,1.614138,0,0
tcp,-,FIN,7,18,1,1,80,28,69611,1234,559357.768555,9916.59497,31,3,0.151766,0.185244,0,0,1,9,8,0,8,3,38.163085,254.0,252.0,63.99344566666667,105.79436966666667,4192.450978333333,156.48000266666668,255.0,2214688873.6666665,2875335424.3333335,255.0,0.11233666666666668,426.0,44.333333333333336,0.98256,0,1
tcp,-,FIN,7,18,2,1,10,6,2550,268,21606.0,2108.820801,2,1,0.174643,0.091187,0,0,0,4,2,0,2,1,17.65196,254.0,252.0,94.295333,151.713797,4756.812729,237.286375,255.0,1915882143.0,2823028986.0,255.0,0.26583,255.0,45.0,0.849764,0,0
tcp,-,FIN,7,19,1,1,60,14,68183,612,332478.9688,2821.610596,27,1,0.060219,0.089527,0,0,1,6,1,0,1,1,45.249906,254.0,252.0,27.343441,115.513383,3728.042384,250.828188,255.0,3939968411.0,142891077.0,255.0,0.149746,1136.0,44.0,1.613263,0,1
tcp,-,FIN,7,19,2,1,24,18,3268,1544,31127.96192,14358.032714,6,4,0.202563,0.170946,0,0,0,8,8,0,6,2,26.1528405,254.0,252.0,67.157684,86.385367,4015.617135,135.39097700000002,255.0,1740749718.5,536759854.5,255.0,0.1867545,136.0,86.5,0.784433,0,0
tcp,-,FIN,7,23,3,1,10,6,1014,268,8947.898438,2195.32251,2,1,0.074409,0.068033,0,0,0,4,4,0,3,1,18.376024,254.0,252.0,85.241111,149.647797,4789.457151,236.837844,255.0,3761206946.0,3749210036.0,255.0,0.142442,101.0,45.0,0.816281,0,0
tcp,-,FIN,8,1,1,1,40435,43784,11841399,35198372,346720048.245505,2580368917.996805,8660,16274,37.281333000000004,41.895396,0,0,4,2501,4105,0,2610,527,1344.44780569,156.24555555555557,159.57888888888888,64.3248211811111,89.63408114222223,4754.736662457778,417.6394187,255.0,2131177279.268889,2095384256.26,255.0,0.08797414333333332,129.73,293.52555555555557,42.942112,0,1
tcp,-,FIN,8,1,2,1,1038,794,200460,97292,16190130.395537,20430427.064948,262,182,5.015545,5.961152,0,0,0,203,225,0,158,63,640.3794070985915,207.2394366197183,226.8732394366197,80.1562705915493,107.38890276056338,4656.771004,418.89266212676057,255.0,2442034634.267606,2239418433.9295774,255.0,0.1546013661971831,168.3661971830986,102.26760563380282,4.347903,0,0
tcp,-,FIN,8,1,3,1,504,600,95090,570254,3842757.083988,4231348.960674,89,238,1.21288,1.231135,0,0,0,53,62,0,43,13,594.0527145882353,201.52941176470588,199.52941176470588,68.29576782352942,86.41426147058824,4584.070975529412,1254.1770610588235,255.0,2233972086.7058825,2403667426.882353,255.0,0.14376558823529412,232.7058823529412,181.11764705882354,7.930965,0,0
tcp,-,FIN,8,1,4,1,14,16,774,886,3805.652344,4398.466309,4,5,0.154682,0.107409,0,0,0,4,2,0,2,1,19.187051,254.0,252.0,116.264305,91.570201,6283.323726,5638.59152,255.0,1196362814.0,2467974905.0,255.0,0.262091,55.0,55.0,1.511436,0,0
tcp,-,FIN,8,2,1,1,29698,34123,2077344,26158991,417505856.036176,3475095825.019006,4335,12850,6.164365,7.276634,0,0,0,2103,3065,0,1214,86,2860.027466168784,60.92740471869328,63.80580762250454,18.277842709618874,21.612637558983668,1244.2897664246825,449.0117570653357,255.0,2089907386.9201453,2065166168.6860254,255.0,0.024393827586206895,78.08711433756805,501.9437386569873,16.069021,0,0
tcp,-,FIN,8,2,2,1,8336,10484,997761,9230581,36210756.177943,52230613.812431,1469,3899,19.088272,23.723533,0,0,0,942,2778,0,2260,345,234.75165852604167,230.3515625,229.3515625,65.2419664375,105.79371655468749,5130.958471023438,439.1015310416667,255.0,2083519111.4296875,2064518692.3567708,255.0,0.11148907552083333,127.3046875,94.5,59.974232,0,0
tcp,-,FIN,8,2,2,2,820,664,308608,277404,1056220.780122,741875.2126539999,228,180,4.016036,4.320218,0,0,0,142,306,0,282,54,28.374661629629628,254.0,252.0,999.8757938888889,1405.5205348518518,103213.82601037037,3720.2027765185185,255.0,2051390384.7407408,2301534553.037037,255.0,0.15437507407407408,132.8148148148148,87.44444444444444,32.626911,0,0
tcp,-,FIN,8,2,3,1,64,40,5964,2606,83412.689455,32228.181276,14,8,0.36138,0.542553,0,0,0,18,30,0,28,6,29.708502499999998,254.0,252.0,65.82401883333334,103.04306050000001,3569.428432666666,161.6278113333333,255.0,2489292920.8333335,1728566591.5,255.0,0.1506555,91.66666666666667,62.0,1.124302,0,0
tcp,-,FIN,8,2,3,2,372,180,252304,12368,1931532.908752,70742.06543,144,28,1.2472699999999999,1.888368,0,0,0,58,70,0,60,18,26.920914,254.0,252.0,428.3845621111111,814.454966111111,57050.52633,2382.470131888889,255.0,2389727075.5555553,2528935888.111111,255.0,0.1742021111111111,374.0,68.0,3.079511,0,0
tcp,-,FIN,8,2,4,1,32,36,3080,3288,53394.17578,57424.621100000004,8,8,0.00028700000000000004,0.001072,0,0,0,18,12,0,4,0,76.26418749999999,31.0,29.0,29.064267,25.631795,1915.5524755000001,48.727571999999995,255.0,3151347117.0,3196643119.0,255.0,0.0006795,96.0,91.0,0.475749,0,0
tcp,-,FIN,8,3,1,1,24174,27115,1726948,19063042,491273489.211856,2998321629.100427,3720,9956,1.717413,2.218275,0,0,0,1681,3002,0,1016,22,3334.3208477035396,41.00442477876106,39.85619469026549,9.55505136061947,10.404906329646018,889.2193934446902,432.0097816946903,255.0,2106943922.7123895,2091008670.4247787,255.0,0.008707274336283186,83.3075221238938,509.9933628318584,29.231934,0,0
tcp,-,FIN,8,3,2,1,6196,10798,402264,12552512,26017776.874131,99325589.14313701,713,4672,2.238435,2.986843,0,0,0,259,600,0,326,37,1053.8087223589744,136.78205128205127,134.78205128205127,35.05888525641026,44.06828103846154,2983.200408820513,1088.0527593589743,255.0,2332627082.6025643,2267389828.9102564,255.0,0.06699074358974359,97.21794871794872,355.53846153846155,7.478967,0,0
tcp,-,FIN,8,3,2,2,224,136,66004,7856,1124107.076356,47428.435288,68,24,0.871696,1.057372,0,0,0,38,102,0,100,14,28.22732942857143,254.0,252.0,895.7523215714285,1615.065203142857,109445.560678,4357.768949142857,255.0,2101604778.2857144,1991523899.2857144,255.0,0.13779057142857143,176.85714285714286,51.714285714285715,59.738388,0,0
tcp,-,FIN,8,3,3,1,2410,3378,298226,3299468,12025879.453297,52377492.520495,393,1324,3.502985,3.893268,0,0,0,355,674,0,521,68,343.4664148202247,201.38202247191012,199.38202247191012,31.281322022471908,44.50004860674157,2013.8127601348315,218.1750395505618,255.0,2134050357.8426967,2053540631.6853933,255.0,0.08310396629213483,144.80898876404495,150.98876404494382,3.786393,0,0
tcp,-,FIN,8,3,3,2,604,428,48588,28176,888109.82493,1388224.846024,164,110,1.98713,2.615764,0,0,0,134,292,0,260,38,69.3017098,242.85,240.85,858.96253425,1401.4379951,104688.73907285,3984.99548095,255.0,2043176318.9,2238984922.55,255.0,0.11507235,79.95,56.4,44.229557,0,0
tcp,-,FIN,8,3,3,3,384,216,129168,11364,1097005.963443,65901.529542,153,36,1.997796,2.184777,0,0,0,87,162,0,162,24,23.024335625000003,254.0,252.0,2233.9928997499997,3497.198765625,237876.60279499998,8863.954773374999,255.0,1669157137.125,2454640438.75,255.0,0.174273875,211.125,51.625,31.959324,0,0
tcp,-,FIN,8,3,4,1,30,22,1912,976,18949.157711,8260.66919,6,3,0.247099,0.267891,0,0,0,12,18,0,18,3,20.970605000000003,254.0,252.0,106.89544466666666,132.310495,6213.873768333334,201.350112,255.0,1432489126.6666667,3191946553.0,255.0,0.17166333333333336,63.666666666666664,44.333333333333336,1.434217,0,0
tcp,-,FIN,8,3,6,1,28,42,2198,34406,8255.511719,130791.4531,5,15,0.000864,0.001131,0,0,0,6,4,0,1,0,33.586695,31.0,29.0,76.074368,50.079341,4970.74584,3620.313789,255.0,3354102162.0,984242478.0,255.0,0.001995,79.0,819.0,2.054385,0,0
tcp,-,FIN,8,3,7,1,122,200,8672,196116,1777509.7188,11983987.625,18,79,0.00040300000000000004,0.001423,0,0,0,21,12,0,9,0,1978.7283006666667,31.0,29.0,1.247365,0.9095040000000001,75.03466733333333,20.360987333333334,255.0,444996008.6666667,1166527217.6666667,255.0,0.0006086666666666666,84.66666666666667,452.6666666666667,0.147498,0,0
tcp,-,FIN,8,4,1,1,15032,17624,1097858,13776286,394977640.891386,1743942290.88929,2245,6756,0.41121399999999997,0.479231,0,0,0,1155,1914,0,656,4,3450.050004658182,34.24363636363636,32.24363636363636,5.586856170909091,5.916627327272727,639.2450009272727,401.8989857345455,255.0,2260137417.7745457,2089931904.6618183,255.0,0.003237981818181818,96.24727272727273,521.1345454545454,27.396048,0,0
tcp,-,FIN,8,4,2,1,4540,8492,261576,10515788,14187891.711521,35311944.948116,441,3800,0.576206,0.705124,0,0,0,115,206,0,124,10,1515.1995295172412,107.89655172413794,105.89655172413794,24.438860103448278,28.124769137931033,3533.046253551724,1883.1925823448275,255.0,1776723170.310345,2302029618.8965516,255.0,0.04418379310344828,65.82758620689656,515.9655172413793,15.086369,0,0
tcp,-,FIN,8,4,3,1,798,1372,48364,1589248,769561.432437,25571308.884409,90,589,0.642513,0.810854,0,0,0,52,108,0,82,8,310.8541707142857,158.42857142857142,156.42857142857142,52.72741871428571,70.51020221428571,3154.7048152142856,210.88720278571427,255.0,1932832750.0,1877033018.2857144,255.0,0.10381192857142858,69.0,316.5,1.441973,0,0
tcp,-,FIN,8,4,3,2,128,88,8496,5396,62948.895198,29583.944398,38,18,0.85298,0.746718,0,0,0,32,96,0,80,10,23.489327999999997,254.0,252.0,1971.7324386,3192.7403178,207395.5625934,7665.6996296,255.0,2271428337.2,2785290029.6,255.0,0.1599698,61.8,53.0,31.606548,0,0
tcp,-,FIN,8,4,3,3,126,90,14352,5172,64618.145105999996,23234.798289,27,9,0.793254,0.99342,0,0,0,33,57,0,36,9,11.400617666666667,254.0,252.0,3141.5637690000003,4135.52319,342296.0660536667,11783.356828,255.0,2664351239.3333335,2486190407.6666665,255.0,0.19851933333333333,133.0,60.666666666666664,55.350929,0,0
tcp,-,FIN,8,4,4,1,626,1056,42204,1112872,4666769.87502,23730870.00781,82,434,0.001689,0.007197,0,0,0,104,120,0,48,0,1244.545339,31.0,29.0,5.285012666666667,4.519830916666667,380.58438658333336,52.44567833333334,255.0,2549903976.8333335,2745466099.5,255.0,0.0007405,89.58333333333333,284.5,0.673243,0,0
tcp,-,FIN,8,4,4,2,120,80,18452,4076,122875.516124,46335.580958,32,16,0.61208,0.667368,0,0,0,32,60,0,68,8,34.35595375,254.0,252.0,2821.6567542499997,4730.65666425,300502.50070375,11392.70376675,255.0,1754911541.0,1111142460.25,255.0,0.159931,154.0,50.75,44.718861,0,0
tcp,-,FIN,8,4,4,3,60,36,3900,1608,75445.274421,28846.200441,12,0,0.189915,0.29475,0,0,0,24,51,0,24,6,40.2430245,254.0,252.0,10450.04825,17417.914999999997,1041079.449,38809.696,255.0,2541576670.5,1136047330.5,255.0,0.0807775,65.0,45.0,0.489045,0,0
tcp,-,FIN,8,4,4,4,120,72,8424,3216,50905.084716,13899.98596,16,0,1.203076,0.849192,0,0,0,32,64,0,64,8,14.5228945,254.0,252.0,8254.031794999999,13503.8125,817476.29325,30213.716,255.0,1121605594.5,1575898350.5,255.0,0.25653349999999997,75.5,45.0,46.573471,0,0
tcp,-,FIN,8,5,1,1,10300,12221,765308,9622224,279930742.461577,1166221763.766133,1538,4696,0.245543,0.35248999999999997,0,0,0,841,1525,0,505,3,3511.963220526316,33.51052631578948,32.526315789473685,7.266546163157895,6.9738796,841.4694176894736,589.6851360157895,255.0,2014116211.968421,2059809480.2052631,255.0,0.003147542105263158,97.48947368421052,503.85263157894735,25.400373,0,0
tcp,-,FIN,8,5,2,1,3780,7160,216610,8977616,6100101.07721,54416534.5625,345,3225,0.002167,0.008052,0,0,0,68,148,0,86,0,1423.80759075,31.0,29.0,9.6815648125,5.312551125,2998.2006272500003,2194.3341936875,255.0,2334570262.8125,1803295793.5,255.0,0.0006386875,59.5,1092.75,9.893883,0,0
tcp,-,FIN,8,5,2,2,328,336,22548,41216,8372988.942381999,17818716.067872,78,82,0.490658,0.33506199999999997,0,0,0,36,58,0,34,4,3610.2519155,142.5,140.5,3016.15503175,3024.60999125,297420.56725675,8941.03662625,255.0,2153959574.0,2437535937.5,255.0,0.103215,76.25,102.5,1.356016,0,0
tcp,-,FIN,8,5,3,1,854,1658,53528,1940738,2463161.04513,29938857.36528,100,719,0.001864,0.009309,0,0,0,42,83,0,43,0,938.0539133,31.0,29.0,9.0777875,6.4763223,1208.235123,666.1439422000001,255.0,2923809990.2,3149986610.5,255.0,0.0011173,78.4,644.3,1.414895,0,0
tcp,-,FIN,8,5,4,1,1300,2306,84446,2569274,10240497.19156,77241865.25,159,974,0.003052,0.0101,0,0,0,128,184,0,112,0,1744.27817215,31.0,29.0,2.3596864500000003,1.5535019499999998,345.09952585,225.2115874,255.0,2137164436.3,2142454536.4,255.0,0.0006576,83.5,498.5,1.010701,0,0
tcp,-,FIN,8,5,5,1,602,1066,39608,1169594,5651502.086,36478373.8125,76,447,0.001278,0.0047480000000000005,0,0,0,80,105,0,50,0,1875.6403133,31.0,29.0,1.5687331,1.1188192,164.8061314,86.20457400000001,255.0,1619326091.2,1623810204.3,255.0,0.0006026,85.4,421.9,0.335411,0,0
tcp,-,FIN,8,5,5,2,20,12,5032,536,87743.08594,8677.461914,4,0,0.239952,0.201902,0,0,0,10,16,0,16,2,36.317501,254.0,252.0,8451.6308,14089.013,841453.1846,31338.278,255.0,3091874238.0,2824049134.0,255.0,0.220927,252.0,45.0,0.413024,0,0
tcp,-,FIN,8,5,5,3,30,18,7548,804,154690.65234,15298.325685,6,3,0.147012,0.282261,0,0,0,15,24,0,24,3,42.685059,254.0,252.0,36.902111,51.46460199999999,1928.982452,67.639805,255.0,602752938.0,940703567.0,255.0,0.143091,252.0,45.0,0.351411,0,0
tcp,-,FIN,8,5,7,1,140,218,10316,197760,2264619.5938,15980618.625,22,83,0.0005369999999999999,0.0018549999999999999,0,0,0,28,32,0,16,0,1905.1817807500001,31.0,29.0,1.21956675,0.97196425,72.438401,11.71374375,255.0,1217690187.25,1223159095.5,255.0,0.000598,87.5,362.25,0.109615,0,0
tcp,-,FIN,8,6,1,1,5450,6030,438350,3812284,136937561.981108,718543150.277099,920,2146,0.18648499999999998,0.234369,0,0,0,488,924,0,277,2,3445.7487209166666,35.129629629629626,33.129629629629626,10.693388574074074,10.882700166666666,1471.1518256666666,330.727680962963,255.0,2007693378.4629629,2105566532.1296296,255.0,0.0038967962962962958,98.29629629629629,479.3240740740741,29.428701,0,0
tcp,-,FIN,8,6,2,1,532,960,33472,1104676,4650353.48441,12842530.4453,62,414,0.000697,0.003013,0,0,0,20,66,0,37,0,2326.305339,31.0,29.0,3.478415666666667,2.450392,620.8287163333333,451.1825168333333,255.0,2101347617.6666667,1746889527.8333333,255.0,0.0006183333333333333,82.33333333333333,482.0,1.506121,0,0
tcp,-,FIN,8,6,3,1,110,132,10002,42626,1877865.72661,9044861.92969,25,35,0.000757,0.003302,0,0,0,42,60,0,36,0,988.5125418333333,31.0,29.0,10.816063999999999,9.4958635,667.9745891666666,26.977478333333334,255.0,3045725807.8333335,1632464740.8333333,255.0,0.0006765,92.83333333333333,212.33333333333334,0.319711,0,0
